Empty Cell,AR,AR,AR,LSTAR,LSTAR,LSTAR
Empty Cell,Turkey,FTSE,MSCI,Turkey,FTSE,MSCI
a10,−0.015**,−0.006*,−0.002,0.091,0.000,−0.044*
a10,(0.006),(0.002),(0.002),(0.229),(0.005),(0.013)
"β1,0",0.904*,0.995*,0.897*,−0.454,−0.945*,−0.989*
"β1,0",(0.054),(0.045),(0.061),(1.164),(0.236),(0.217)
"ϑ1,1",−0.776*,−0.756*,−0.626*,−0.114,−0.088,0.344***
"ϑ1,1",(0.050),(0.037),(0.051),(1.383),(0.205),(0.207)
"ϑ1,2",−0.505*,0.502*,−0.369*,−0.086,−0.343**,−0.586*
"ϑ1,2",(0.061),(0.042),(0.051),(1.097),(0.167),(0.147)
"ϑ1,3",−0.244*,−0.246*,,0.646,−0.234**,
"ϑ1,3",(0.050),(0.038),,(2.409),(0.110),
a20,,,,−0.139,0.102***,0.043*
a20,,,,(0.364),(0.058),(0.014)
"β2,0",,,,−0.167,−1.692,0.229
"β2,0",,,,(1.817),(1.166),(0.344)
"ϑ2,1",,,,−0.466,1.728***,−0.405
"ϑ2,1",,,,(2.150),(0.989),(0.314)
"ϑ2,2",,,,−0.224,0.739**,0.594*
"ϑ2,2",,,,(1.741),(0.359),(0.190)
"ϑ2,3",,,,−1.294,−0.004,
"ϑ2,3",,,,(3.798),(0.270),
γ,,,,5.045,648.020,4045.968*
γ,,,,(15.482),(3801.815),(0.000)
c,,,,−0.069,0.045*,−0.015*
c,,,,(0.460),(0.014),(0.000)
R2,0.848,0.905,0.769,0.537,0.588,0.547
DW,0.529,0.492,0.781,1.978,2.096,2.138
JB,2.803,13.360*,54.544*,4.234,4.783***,0.315
Q(4),113.895*,119.518*,65.465*,0.347,0.464,3.375
Q(12),130.020*,137.255*,80.743*,12.206,7.981,8.865
ARCH(p),8.834*,19.030*,13.501*,1.508,0.729,0.303
