Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,38700.0,39400.0,36850.0,38750.0,33474.05859375,47177112
2019-01-07,38000.0,40700.0,37950.0,40050.0,34597.05859375,68587020
2019-01-14,40050.0,42750.0,39850.0,42750.0,36929.4375,54106211
2019-01-21,42750.0,45500.0,41350.0,45050.0,38916.2890625,76571367
2019-01-28,45050.0,47050.0,44350.0,46350.0,40039.29296875,69174596
2019-02-04,46350.0,47100.0,44250.0,45000.0,38873.08984375,39686241
2019-02-11,44650.0,47500.0,44650.0,46200.0,39909.7109375,60481817
2019-02-18,45850.0,47550.0,45450.0,47350.0,40903.140625,41322612
2019-02-25,47350.0,47450.0,44800.0,44850.0,38743.5234375,52526618
2019-03-04,44600.0,45100.0,43400.0,43650.0,37706.89453125,50311175
2019-03-11,44300.0,44950.0,43450.0,43700.0,37750.1015625,62582520
2019-03-18,43750.0,47000.0,43100.0,45500.0,39305.01953125,59829460
2019-03-25,45500.0,45700.0,44200.0,45050.0,38916.2890625,44973040
2019-04-01,45550.0,47550.0,45350.0,46650.0,40615.48828125,51621674
2019-04-08,46700.0,47500.0,46000.0,47050.0,40963.73828125,48862110
2019-04-15,47400.0,47600.0,45100.0,45350.0,39483.6484375,40539953
2019-04-22,45050.0,46150.0,43800.0,46150.0,40180.16796875,49606297
2019-04-29,46000.0,46300.0,45300.0,45300.0,39440.11328125,26309315
2019-05-06,45250.0,45300.0,42350.0,42650.0,37132.921875,67657970
2019-05-13,41300.0,43100.0,40850.0,42000.0,36566.99609375,62032091
2019-05-20,42600.0,44000.0,42350.0,42650.0,37132.921875,64137452
2019-05-27,42550.0,43900.0,41300.0,43800.0,38134.1484375,78036096
2019-06-03,43400.0,44850.0,43000.0,44800.0,39004.796875,42853496
2019-06-10,44800.0,45050.0,43300.0,43900.0,38221.21875,53392149
2019-06-17,43750.0,45800.0,43650.0,45500.0,39614.2421875,41100382
2019-06-24,45200.0,47400.0,45200.0,46600.0,40571.9453125,53239158
2019-07-01,46200.0,46900.0,44350.0,44400.0,38958.31640625,39557252
2019-07-08,44850.0,46650.0,44700.0,46450.0,40757.05859375,37853132
2019-07-15,46450.0,47300.0,45650.0,47200.0,41415.1484375,35596482
2019-07-22,47350.0,47550.0,46000.0,46100.0,40449.96484375,40957473
2019-07-29,46300.0,46850.0,43600.0,43950.0,38563.46484375,52600571
2019-08-05,42500.0,44000.0,42500.0,43700.0,38344.109375,60164554
2019-08-12,43500.0,44350.0,42950.0,43600.0,38256.3671875,31569447
2019-08-19,43950.0,44800.0,42950.0,43600.0,38256.3671875,36039429
2019-08-26,43650.0,44850.0,43050.0,43800.0,38431.84765625,50495737
2019-09-02,43550.0,47000.0,43100.0,46900.0,41151.9140625,59844927
2019-09-09,47100.0,47400.0,46400.0,47100.0,41327.41015625,40924337
2019-09-16,47000.0,49600.0,46800.0,49300.0,43257.76953125,56909483
2019-09-23,49050.0,49650.0,47900.0,49050.0,43038.41015625,43099012
2019-09-30,48900.0,49100.0,47350.0,47750.0,42201.3828125,30967466
2019-10-07,47900.0,50300.0,47600.0,50000.0,44189.92578125,51793132
2019-10-14,49900.0,50900.0,49650.0,50300.0,44455.07421875,34785404
2019-10-21,50800.0,52500.0,50500.0,51300.0,45338.8671875,55059813
2019-10-28,51400.0,52300.0,50200.0,52300.0,46222.66796875,48326098
2019-11-04,52400.0,53500.0,51400.0,51600.0,45604.01171875,53988525
2019-11-11,51800.0,53800.0,51600.0,53500.0,47283.23046875,42261276
2019-11-18,53200.0,53500.0,50600.0,51800.0,45780.76953125,53294828
2019-11-25,51900.0,52900.0,50200.0,50400.0,44543.4453125,71808958
2019-12-02,49800.0,51400.0,49000.0,51200.0,45250.48828125,55641266
2019-12-09,51000.0,54900.0,50700.0,54700.0,48343.77734375,77073655
2019-12-16,55800.0,57300.0,55100.0,55500.0,49050.81640625,71031932
2019-12-23,55600.0,56900.0,54400.0,55800.0,49315.95703125,42183320
2019-12-30,55800.0,56600.0,54600.0,55500.0,49366.26953125,38694434
2020-01-06,55700.0,60000.0,55600.0,60000.0,53368.94921875,84972837
2020-01-13,60400.0,62800.0,58900.0,62400.0,55503.703125,74143513
2020-01-20,62000.0,62600.0,60400.0,60800.0,54080.53125,41398813
2020-01-27,59400.0,59700.0,55200.0,57200.0,50878.3984375,104677299
2020-02-03,57100.0,61200.0,56800.0,59700.0,53102.09375,85315130
2020-02-10,59800.0,62000.0,59700.0,61500.0,54703.1640625,64441876
2020-02-17,60800.0,61300.0,56800.0,56800.0,50522.59765625,83622616
2020-02-24,56200.0,58000.0,53600.0,55000.0,48921.53125,133035690
2020-03-02,56700.0,58000.0,54600.0,56500.0,50255.75,95511669
2020-03-09,53800.0,54900.0,46850.0,48900.0,43495.6796875,170616589
2020-03-16,46900.0,49650.0,42300.0,42500.0,37802.99609375,239727921
2020-03-23,43850.0,49700.0,43050.0,47850.0,42561.7265625,211416532
2020-03-30,48000.0,48800.0,45350.0,48700.0,43637.609375,125715277
2020-04-06,49650.0,50200.0,48300.0,48300.0,43279.20703125,111433317
2020-04-13,48800.0,52000.0,48300.0,50100.0,44892.0859375,91464005
2020-04-20,49400.0,50300.0,48350.0,49850.0,44668.06640625,94443667
2020-04-27,49850.0,50500.0,48500.0,48500.0,43458.40625,57783681
2020-05-04,48500.0,49350.0,48300.0,48400.0,43368.8046875,63632079
2020-05-11,48400.0,49100.0,47200.0,48800.0,43727.2265625,101907940
2020-05-18,50100.0,50500.0,48450.0,48850.0,43772.02734375,89058657
2020-05-25,48700.0,51200.0,48600.0,51200.0,45877.7421875,110531431
2020-06-01,51000.0,57000.0,50800.0,54900.0,49193.11328125,152104675
2020-06-08,55800.0,56500.0,49900.0,49900.0,44712.87109375,130305387
2020-06-15,51200.0,52900.0,50600.0,52000.0,46594.5859375,96423231
2020-06-22,52500.0,53900.0,51100.0,52400.0,46952.99609375,100499613
2020-06-29,53900.0,55000.0,52100.0,55000.0,49612.234375,83750389
2020-07-06,55800.0,55900.0,52300.0,53400.0,48168.97265625,93434468
2020-07-13,53700.0,55000.0,53200.0,54200.0,48890.60546875,75703765
2020-07-20,55200.0,55700.0,53700.0,55600.0,50153.4609375,79446205
2020-07-27,57000.0,60400.0,56400.0,56800.0,51235.91015625,147295816
2020-08-03,57200.0,58400.0,56300.0,57800.0,52137.9453125,95311282
2020-08-10,58000.0,59600.0,57700.0,58000.0,52318.359375,81243854
2020-08-17,58900.0,59900.0,55300.0,56100.0,50604.4765625,108822757
2020-08-24,56400.0,56800.0,54000.0,54000.0,48710.19140625,95161121
2020-08-31,54100.0,57300.0,54100.0,56500.0,50965.296875,105478749
2020-09-07,57400.0,60800.0,57200.0,60400.0,54483.25390625,128703591
2020-09-14,60900.0,61300.0,59000.0,59200.0,53400.80859375,94051833
2020-09-21,59100.0,59700.0,57400.0,58200.0,52498.765625,82564562
2020-09-28,58300.0,59200.0,57500.0,58700.0,53275.51171875,35731852
2020-10-05,59400.0,60700.0,58500.0,60400.0,54818.42578125,70061425
2020-10-12,61000.0,61400.0,59000.0,60000.0,54455.3828125,84119754
2020-10-19,60300.0,61500.0,59800.0,60400.0,54818.42578125,71914111
2020-10-26,60300.0,60300.0,56000.0,57400.0,52095.64453125,101723184
2020-11-02,57900.0,60900.0,57600.0,60200.0,54636.8984375,90112146
2020-11-09,60500.0,66700.0,59500.0,66300.0,60173.1953125,132365798
2020-11-16,67000.0,67800.0,63900.0,67500.0,61262.31640625,111961249
2020-11-23,67900.0,69500.0,66000.0,66700.0,60536.2265625,141503073
2020-11-30,67100.0,73500.0,67100.0,72900.0,66163.28125,132330133
2020-12-07,72200.0,74500.0,71600.0,73800.0,66980.1171875,128958349
2020-12-14,73800.0,74500.0,72000.0,73000.0,66254.046875,100649350
2020-12-21,72500.0,80100.0,72100.0,78700.0,71427.3046875,108304150
2020-12-28,78800.0,84400.0,77300.0,83000.0,75329.9453125,98412146
2021-01-04,81600.0,96800.0,81600.0,91000.0,84669.1875,259388808
2021-01-11,90300.0,91800.0,84100.0,85000.0,79086.609375,187804994
2021-01-18,84500.0,89900.0,83600.0,89400.0,83180.5,148544377
2021-01-25,88800.0,89200.0,81000.0,83000.0,77225.7578125,159124624
2021-02-01,84100.0,86400.0,82100.0,83000.0,77225.7578125,105961570
2021-02-08,84000.0,84800.0,81600.0,84200.0,78342.265625,67453804
2021-02-15,84500.0,86000.0,81000.0,82200.0,76481.421875,111419283
2021-02-22,81200.0,85400.0,81100.0,82500.0,76760.53125,120071751
2021-03-01,85100.0,85300.0,81100.0,82000.0,76295.3203125,115878870
2021-03-08,81400.0,83500.0,80600.0,81800.0,76109.2265625,96543854
2021-03-15,82200.0,83800.0,81700.0,82000.0,76295.3203125,71044133
2021-03-22,82600.0,82900.0,80700.0,81600.0,75923.1484375,73783283
2021-03-29,81600.0,86000.0,81300.0,85400.0,79458.78125,88292205
2021-04-05,86200.0,86200.0,83100.0,83200.0,77755.8359375,87280809
2021-04-12,83000.0,84700.0,82800.0,83300.0,77849.2890625,76127103
2021-04-19,83300.0,84000.0,81600.0,83500.0,78036.203125,84387808
2021-04-26,83200.0,83300.0,81000.0,81700.0,76353.984375,82922798
2021-05-03,81900.0,83500.0,81500.0,83200.0,77755.8359375,63119970
2021-05-10,82500.0,82600.0,78400.0,79600.0,74391.3828125,130490819
2021-05-17,79600.0,81500.0,79100.0,79700.0,74484.859375,68396615
2021-05-24,80000.0,80600.0,79100.0,80500.0,75232.5078125,74493334
2021-05-31,80500.0,83000.0,80100.0,81900.0,76540.890625,94627508
2021-06-07,82300.0,82600.0,80500.0,80500.0,75232.5078125,69915084
2021-06-14,80900.0,81900.0,79600.0,79900.0,74671.7734375,70062986
2021-06-21,80200.0,82000.0,79900.0,81900.0,76540.890625,69460927
2021-06-28,81900.0,82100.0,79900.0,80400.0,75139.046875,59499908
2021-07-05,80600.0,81300.0,79000.0,79700.0,74814.6484375,77273536
2021-07-12,80000.0,80600.0,78800.0,79000.0,74157.5390625,59220178
2021-07-19,78500.0,79900.0,78400.0,78800.0,73969.7890625,56570617
2021-07-26,79200.0,79500.0,78100.0,79300.0,74439.1484375,64094098
2021-08-02,79400.0,83300.0,79300.0,81500.0,76504.28125,97332401
2021-08-09,82300.0,82400.0,74100.0,74400.0,69839.5078125,154239642
2021-08-16,74000.0,75100.0,72500.0,73300.0,68806.921875,124053227
2021-08-23,73900.0,76600.0,73800.0,74600.0,70027.2421875,87867818
2021-08-30,74900.0,77600.0,74300.0,77300.0,72561.7421875,81050230
2021-09-06,77100.0,77100.0,74800.0,76300.0,71623.0390625,64139305
2021-09-13,77100.0,77700.0,75900.0,77200.0,72467.859375,60353309
2021-09-20,77200.0,77700.0,76800.0,77700.0,72937.2265625,41002662
2021-09-27,77700.0,77800.0,72900.0,73200.0,68713.0703125,75121596
2021-10-04,73000.0,73000.0,71200.0,71500.0,67436.3125,70697702
2021-10-11,70700.0,71000.0,68300.0,70200.0,66210.203125,106232143
2021-10-18,70800.0,71000.0,69500.0,70200.0,66210.203125,48975792
2021-10-25,70600.0,72200.0,69500.0,69900.0,65927.2578125,69988350
2021-11-01,70800.0,72200.0,69800.0,70600.0,66587.4921875,65191709
2021-11-08,70300.0,71900.0,69600.0,71400.0,67342.0078125,54578880
2021-11-15,71500.0,75200.0,70100.0,74900.0,70643.0859375,71553153
2021-11-22,76000.0,76200.0,71400.0,72300.0,68190.84375,79925559
2021-11-29,73200.0,76700.0,70500.0,76300.0,71963.515625,110694127
2021-12-06,76100.0,78600.0,75600.0,76800.0,72435.109375,86589290
2021-12-13,76500.0,78500.0,76200.0,77100.0,72718.046875,56930581
2021-12-20,77900.0,80800.0,77500.0,80200.0,75641.8515625,67798436
2021-12-27,80200.0,80400.0,78100.0,78600.0,74132.7890625,65759932
2022-01-03,78800.0,79200.0,76400.0,78000.0,73899.125,75941189
2022-01-10,78400.0,79600.0,76900.0,77500.0,73425.4140625,56992873
2022-01-17,77600.0,77800.0,74700.0,75100.0,71151.5859375,59365268
2022-01-24,74800.0,75000.0,71200.0,73300.0,69446.234375,61408928
2022-01-31,73300.0,74900.0,72400.0,73000.0,69161.9921875,44715593
2022-02-07,73000.0,75800.0,73000.0,73700.0,69825.203125,43944695
2022-02-14,74100.0,75600.0,73100.0,74300.0,70393.6484375,43815359
2022-02-21,74300.0,74300.0,71300.0,71900.0,68119.8203125,28927767
2022-02-28,71900.0,73100.0,69900.0,70100.0,66414.4609375,44331206
2022-03-07,68800.0,70700.0,68700.0,70200.0,66509.203125,40656917
2022-03-14,70200.0,71000.0,69700.0,69900.0,66224.984375,35754790
2022-03-21,69900.0,71200.0,69200.0,69700.0,66035.4921875,85349347
2022-03-28,70000.0,70500.0,68600.0,69300.0,65656.5234375,65891512
2022-04-04,69400.0,69600.0,67400.0,67900.0,64662.65625,72384809
2022-04-11,67600.0,69000.0,66100.0,66700.0,63519.859375,71008120
2022-04-18,67100.0,68300.0,66300.0,66300.0,63138.94140625,65308127
2022-04-25,66400.0,67600.0,64500.0,67300.0,64091.26171875,88261108
2022-05-02,67400.0,68400.0,66100.0,66100.0,62948.48046875,51889015
2022-05-09,65900.0,67400.0,64900.0,66300.0,63138.94140625,72469804
2022-05-16,66600.0,68800.0,66500.0,67900.0,64662.65625,75034252
2022-05-23,67500.0,67800.0,65500.0,67700.0,64472.19140625,72264995
2022-05-30,67500.0,67500.0,66400.0,66800.0,63615.1015625,47547328
2022-06-06,66200.0,66400.0,62100.0,62100.0,59139.1875,101981028
2022-06-13,61200.0,62200.0,58100.0,58700.0,55901.29296875,137977294
2022-06-20,58700.0,59900.0,56800.0,58800.0,55996.5234375,118199743
2022-06-27,59200.0,59500.0,55700.0,57100.0,54377.58203125,89922041
2022-07-04,57600.0,59600.0,56300.0,58800.0,56338.921875,80741728
2022-07-11,58600.0,62000.0,57400.0,61900.0,59309.17578125,74762488
2022-07-18,61400.0,62200.0,60200.0,61100.0,58542.65625,63776864
2022-07-25,60800.0,62600.0,60300.0,61300.0,58734.28125,52911446
2022-08-01,61200.0,61900.0,60600.0,60800.0,58255.21484375,53674965
2022-08-08,60600.0,60700.0,58600.0,60200.0,57680.32421875,62264118
2022-08-15,60500.0,61900.0,59800.0,60000.0,57488.703125,55654543
2022-08-22,59000.0,60900.0,58600.0,58600.0,56147.29296875,43039341
2022-08-29,58700.0,59900.0,56800.0,57100.0,54710.08203125,65265620
2022-09-05,57200.0,57600.0,55600.0,55600.0,53272.8515625,42887956
2022-09-12,57000.0,58500.0,55500.0,56400.0,54039.375,67091517
2022-09-19,56400.0,57000.0,53600.0,53900.0,51644.015625,64256088
2022-09-26,53800.0,54400.0,51800.0,53100.0,50877.4921875,73007747
2022-10-03,55300.0,57300.0,54500.0,56200.0,54217.7421875,73438664
2022-10-10,54400.0,57000.0,54000.0,56600.0,54603.62890625,80197593
2022-10-17,56700.0,57500.0,55100.0,57500.0,55471.890625,72989570
