Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,39400.0,39400.0,38550.0,38750.0,33474.0625,7847664
2019-01-03,38300.0,38550.0,37450.0,37600.0,32480.625,12471493
2019-01-04,37450.0,37600.0,36850.0,37450.0,32351.052734375,14108958
2019-01-07,38000.0,38900.0,37800.0,38750.0,33474.0625,12748997
2019-01-08,38000.0,39200.0,37950.0,38100.0,32912.5546875,12756554
2019-01-09,38650.0,39600.0,38300.0,39600.0,34208.328125,17452708
2019-01-10,40000.0,40150.0,39600.0,39800.0,34381.1015625,14731699
2019-01-11,40350.0,40550.0,39950.0,40500.0,34985.7890625,11661063
2019-01-14,40450.0,40700.0,39850.0,40050.0,34597.04296875,11984996
2019-01-15,40050.0,41100.0,39850.0,41100.0,35504.08984375,11492756
2019-01-16,41150.0,41450.0,40700.0,41450.0,35806.42578125,8491595
2019-01-17,41700.0,42100.0,41450.0,41950.0,36238.36328125,11736903
2019-01-18,42000.0,42400.0,41950.0,42300.0,36540.70703125,11029256
2019-01-21,42700.0,42750.0,41900.0,42750.0,36929.44140625,11355701
2019-01-22,42750.0,42850.0,41850.0,42150.0,36411.13671875,9964356
2019-01-23,41350.0,42250.0,41350.0,42000.0,36281.5546875,11071079
2019-01-24,43050.0,43100.0,42350.0,43050.0,37188.59765625,14747623
2019-01-25,44300.0,44750.0,43750.0,44750.0,38657.13671875,22789395
2019-01-28,45000.0,45500.0,44600.0,45050.0,38916.29296875,17998914
2019-01-29,45050.0,45500.0,44350.0,45500.0,39305.015625,16215017
2019-01-30,44800.0,46400.0,44800.0,46400.0,40082.484375,17505980
2019-01-31,46650.0,47050.0,46150.0,46150.0,39866.5234375,21621145
2019-02-01,46650.0,46950.0,46250.0,46350.0,40039.2890625,13832454
2019-02-07,46800.0,47100.0,46200.0,46200.0,39909.7109375,15872001
2019-02-08,45700.0,45700.0,44650.0,44800.0,38700.33203125,12689196
2019-02-11,44500.0,45000.0,44250.0,45000.0,38873.08984375,11125044
2019-02-12,44650.0,46250.0,44650.0,46050.0,39780.1328125,13184367
2019-02-13,46400.0,46700.0,46000.0,46200.0,39909.7109375,11299738
2019-02-14,46600.0,47500.0,46150.0,47500.0,41032.7109375,17259341
2019-02-15,46750.0,46850.0,45650.0,46050.0,39780.1328125,10554643
2019-02-18,46500.0,46850.0,45850.0,46200.0,39909.7109375,8183728
2019-02-19,45850.0,46150.0,45450.0,45950.0,39693.74609375,6741395
2019-02-20,46750.0,47100.0,46500.0,46900.0,40514.4140625,11506720
2019-02-21,46500.0,47200.0,46200.0,46950.0,40557.59765625,8694009
2019-02-22,46500.0,47150.0,46450.0,47150.0,40730.37109375,6895772
2019-02-25,47400.0,47550.0,47050.0,47350.0,40903.12890625,7484716
2019-02-26,47350.0,47450.0,46500.0,46750.0,40384.828125,7985547
2019-02-27,47000.0,47250.0,46750.0,46750.0,40384.828125,8045211
2019-02-28,46400.0,46500.0,45100.0,45100.0,38959.48046875,23569321
2019-03-04,46000.0,46100.0,44800.0,44850.0,38743.51953125,12926539
2019-03-05,44600.0,45100.0,44150.0,44250.0,38225.2109375,10612405
2019-03-06,44000.0,44300.0,43700.0,44000.0,38009.25390625,10202544
2019-03-07,43400.0,44950.0,43400.0,44450.0,38397.98046875,11049749
2019-03-08,44450.0,44800.0,43800.0,43800.0,37836.48046875,7729069
2019-03-11,44400.0,44450.0,43650.0,43650.0,37706.90625,10717408
2019-03-12,44300.0,44950.0,44150.0,44650.0,38570.75,11431977
2019-03-13,44250.0,44450.0,43700.0,43850.0,37879.6796875,8108343
2019-03-14,43700.0,44300.0,43550.0,43850.0,37879.6796875,18039161
2019-03-15,43800.0,44250.0,43700.0,44200.0,38182.0234375,16814163
2019-03-18,43950.0,44150.0,43450.0,43700.0,37750.09765625,8188876
2019-03-19,43750.0,43900.0,43550.0,43900.0,37922.86328125,7609563
2019-03-20,43800.0,44200.0,43100.0,44050.0,38052.45703125,9846242
2019-03-21,44600.0,46250.0,44050.0,45850.0,39607.3671875,21138016
2019-03-22,46850.0,47000.0,46250.0,46550.0,40212.0546875,12535911
2019-03-25,45300.0,45650.0,44800.0,45500.0,39305.015625,8699728
2019-03-26,45500.0,45700.0,44900.0,45250.0,39089.0625,9729811
2019-03-27,44750.0,45600.0,44250.0,45350.0,39175.43359375,9568081
2019-03-28,44950.0,45200.0,44300.0,44850.0,39048.328125,6821306
2019-03-29,44500.0,44900.0,44200.0,44650.0,38874.19921875,11491713
2019-04-01,45200.0,45450.0,44850.0,45050.0,39222.4609375,7362129
2019-04-02,45550.0,46100.0,45350.0,45750.0,39831.90625,9480688
2019-04-03,46750.0,46750.0,45800.0,46600.0,40571.95703125,12436570
2019-04-04,46150.0,47100.0,46150.0,46950.0,40876.6796875,12650168
